,host_response_time,host_response_rate,host_is_superhost,host_listings_count,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,amenities,price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,is_business_travel_ready,cancellation_policy,ano,mes
'host_response_time','host_response_rate','host_is_superhost','host_listings_count','latitude','longitude','property_type','room_type','accommodates','bathrooms','bedrooms','beds','bed_type','amenities','price','security_deposit','cleaning_fee','guests_included','extra_people','minimum_nights','maximum_nights','number_of_reviews','review_scores_rating','review_scores_accuracy','review_scores_cleanliness','review_scores_checkin','review_scores_communication','review_scores_location','review_scores_value','instant_bookable','is_business_travel_ready','cancellation_policy','ano','mes','host_response_time'
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,within a few hours,100%,f,3.0,-22.98788067452429,-43.19303961327759,Apartment,Entire home/apt,9,3.0,3.0,9.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Smoking allowed"",Doorman,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer}",$399.00,$1,500.00,$200.00,8,$50.00,2,60,10,60.0,5.0,6.0,8.0,8.0,10.0,5.0,f,f,strict_14_with_grace_period,2018
,,,f,4.0,-22.90584339984728,-43.40679629464595,House,Private room,16,7.0,1.0,10.0,Real Bed,"{TV,Kitchen,""Free parking on premises"",""Family/kid friendly""}",$120.00,$1,000.00,,1,$60.00,1,1125,0,,,,,,,,f,f,strict_14_with_grace_period,2018
,,,f,4.0,-22.90721330615735,-43.40724507582449,Chalet,Private room,3,1.0,1.0,2.0,Real Bed,"{TV,""Free parking on premises"",""Smoking allowed"",Breakfast,""Family/kid friendly"",""Suitable for events"",""First aid kit"",""24-hour check-in"",Hangers}",$201.00,,,1,$0.00,3,1125,0,,,,,,,,f,f,strict_14_with_grace_period,2018,7
,,,f,4.0,-22.90602488320318,-43.40892853680956,House,Private room,3,1.0,1.0,3.0,Real Bed,"{TV,Kitchen,""Free parking on premises"",""Smoking allowed"",""Family/kid friendly"",""Suitable for events""}",$252.00,,,1,$0.00,1,1125,0,,,,,,,,f,f,strict_14_with_grace_period,2018,7
,,,f,4.0,-22.90617526961774,-43.40834853005014,House,Private room,2,1.0,1.0,1.0,Real Bed,"{TV,Kitchen,""Free parking on premises"",""Smoking allowed"",""Family/kid friendly"",""Suitable for events""}",$201.00,,,1,$0.00,1,1125,0,,,,,,,,f,f,strict_14_with_grace_period,2018,7
,,,f,1.0,-22.8783527007186,-43.47712602452985,House,Private room,2,,1.0,1.0,Real Bed,"{TV,Wifi,Kitchen,""Free parking on premises"",""Pets live on this property"",Dog(s),Washer}",$151.00,,,1,$0.00,2,14,0,,,,,,,,f,f,strict_14_with_grace_period,2018,7
,within an hour,100%,t,3.0,-22.94969008525224,-43.18553269552725,Apartment,Entire home/apt,5,2.0,2.0,2.0,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,Elevator,""Family/kid friendly"",Washer,Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Window guards"",""Room-darkening shades"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Host greets you"",""Paid parking on premises""}",$201.00,$0.00,$150.00,2,$40.00,2,65,141,97.0,10.0,10.0,10.0,10.0,10.0,9.0,t,f,strict_14_with_grace_period,2018,7
,within an hour,100%,f,3.0,-22.97863242435448,-43.19001203951434,Apartment,Entire home/apt,7,3.0,3.0,3.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,Washer,""Fire extinguisher"",Essentials,""Hair dryer"",""Hot water"",""Host greets you""}",$318.00,$905.00,$271.00,6,$90.00,3,90,0,,,,,,,,t,f,strict_14_with_grace_period,2018,7
,,,f,1.0,-22.94186251391795,-43.19229253241435,Apartment,Private room,1,2.0,1.0,1.0,Pull-out Sofa,{TV,Internet,Wifi,Kitchen,Elevator,Washer,Dryer,Essentials},$407.00,,$59.00,1,$0.00,2,180,0,,,,,
,,,f,2.0,-22.91327168696832,-43.18216652118369,Apartment,Entire home/apt,4,,1.0,1.0,Real Bed,{},$399.00,,,1,$100.00,11,365,0,,,,,,,,f,f,flexible,2018,7
,within a few hours,100%,f,2.0,-22.95506424094596,-43.17513823579456,Apartment,Entire home/apt,4,1.5,2.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Free parking on premises"",""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer}",$775.00,$1,937.00,$194.00,3,$116.00,3,1000,2,100.0,10.0,8.0,10.0,10.0,10.0,9.0,f,f,strict_14_with_grace_period,2018
,,,f,3.0,-22.975486285711717,-43.19008521494207,Apartment,Private room,2,2.0,1.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Wheelchair accessible"",Kitchen,""Paid parking off premises"",""Smoking allowed"",Doorman,""Pets live on this property"",Dog(s),""Other pet(s)"",Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Essentials,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Host greets you""}",$101.00,$500.00,$150.00,1,$50.00,5,90,17,86.0,10.0,9.0,10.0,10.0,10.0,9.0,f,f,strict_14_with_grace_period,2018,7
,,,f,3.0,-22.974949853421453,-43.18883359835319,Apartment,Private room,2,1.0,1.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Wheelchair accessible"",Kitchen,""Paid parking off premises"",""Smoking allowed"",""Pets allowed"",Doorman,Breakfast,""Pets live on this property"",Dog(s),""Other pet(s)"",Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Essentials,""Lock on bedroom door"",""Hair dryer"",""Hot water"",""Host greets you""}",$101.00,$450.00,$150.00,1,$50.00,3,1125,20,94.0,9.0,9.0,10.0,10.0,10.0,9.0,f,f,moderate,2018,7
,within a day,100%,t,2.0,-22.970777384066352,-43.18481663852539,Apartment,Private room,3,1.0,1.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",Doorman,""Pets live on this property"",Cat(s),Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed""}",$260.00,,,2,$50.00,2,1125,88,99.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,flexible,2018,7
,,,f,4.0,-22.965620722590828,-43.17633365836895,Apartment,Private room,2,1.0,1.0,2.0,Real Bed,"{TV,Internet,Doorman,Elevator,""Buzzer/wireless intercom""}",$384.00,,,1,$0.00,1,30,6,96.0,8.0,8.0,10.0,10.0,10.0,8.0,f,f,strict_14_with_grace_period,2018,7
,,,f,4.0,-22.965105066926327,-43.1764236508568,Apartment,Private room,2,1.0,1.0,2.0,Real Bed,"{TV,Internet,""Air conditioning"",Doorman,Elevator}",$310.00,,,1,$0.00,1,30,17,94.0,9.0,9.0,9.0,9.0,10.0,9.0,f,f,strict_14_with_grace_period,2018,7
,,,f,4.0,-22.964742683253657,-43.17554733851634,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"{TV,Internet,""Air conditioning"",Doorman,Elevator,""Buzzer/wireless intercom""}",$384.00,,,1,$0.00,1,30,9,98.0,10.0,10.0,10.0,9.0,10.0,9.0,f,f,strict_14_with_grace_period,2018,7
,,,f,5.0,-22.97158030660651,-43.39442297936114,Apartment,Entire home/apt,5,2.0,2.0,3.0,Real Bed,"{""Cable TV"",Wifi,""Air conditioning"",""Wheelchair accessible"",Pool,Kitchen,""Free parking on premises"",""Pets allowed"",Doorman,Gym,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""Smoke detector"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",$124.00,,$155.00,2,$125.00,5,90,0,,,,,,,,f,f,strict_14_with_grace_period,2018,7
,within an hour,100%,t,2.0,-22.983715592038397,-43.19458502850025,Apartment,Entire home/apt,7,2.0,3.0,4.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Paid parking off premises"",""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Changing table"",""Children’s books and toys"",""Window guards"",""Babysitter recommendations"",Crib,""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed"",""Wide hallway clearance"",""Wide doorway"",""Flat path to front door"",""Well-lit path to entrance"",""Step-free access"",""Wide clearance to bed"",""Accessible-height bed"",""Host greets you""}",$368.00,$500.00,$130.00,2,$90.00,2,27,30,98.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,moderate,2018,7
,within a few hours,92%,f,4.0,-22.98158695428948,-43.19478733959311,Apartment,Entire home/apt,4,1.0,1.0,3.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Elevator,""Family/kid friendly"",Essentials}",$139.00,$500.00,$100.00,2,$35.00,4,365,83,93.0,10.0,9.0,9.0,10.0,9.0,9.0,f,f,strict_14_with_grace_period,2018,7
,,,f,1.0,-22.965282555226107,-43.19076667944667,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Paid parking off premises"",Washer,Essentials,Hangers,Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Pocket wifi"",""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""Long term stays allowed"",""Cleaning before checkout"",""Wide hallway clearance"",""Well-lit path to entrance"",""Step-free access"",""Accessible-height bed"",""Step-free access"",""Host greets you"",""Handheld shower head""}",$349.00,$500.00,$150.00,3,$100.00,7,90,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,flexible,2018,7
,within a few hours,100%,t,3.0,-22.97067462796077,-43.189217268908685,Condominium,Private room,2,1.0,1.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,Kitchen,Doorman,""Pets live on this property"",Dog(s),Elevator,""Free street parking"",""Buzzer/wireless intercom"",Washer,""First aid kit"",Essentials,Hangers,Iron,""Laptop friendly workspace"",""Hot water"",""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you""}",$170.00,,$30.00,1,$40.00,2,60,5,100.0,10.0,10.0,10.0,10.0,10.0,10.0,t,f,moderate,2018,7
,,,f,1.0,-22.963560904332823,-43.17930699462975,Apartment,Entire home/apt,4,1.0,1.0,3.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Stove,""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you""}",$194.00,$387.00,$174.00,2,$77.00,3,90,6,92.0,10.0,10.0,10.0,10.0,10.0,9.0,t,f,strict_14_with_grace_period,2018,7
,,,f,5.0,-22.9169487135445,-43.19210894948472,House,Private room,1,0.0,1.0,1.0,Real Bed,"{""Cable TV"",Wifi,Kitchen,""Free street parking"",Essentials,""Lock on bedroom door"",""Host greets you""}",$35.00,,$30.00,1,$0.00,2,70,8,100.0,9.0,9.0,10.0,9.0,8.0,9.0,f,f,moderate,2018,7
,within a day,80%,f,22.0,-23.009551181450785,-43.29092425976079,House,Private room,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Family/kid friendly"",Washer,Dryer,Essentials}",$306.00,$775.00,$97.00,1,$0.00,1,1125,0,,,,,,,,f,f,flexible,2018,7
,,,f,1.0,-23.00531484991205,-43.3113617395289,Bed and breakfast,Private room,6,1.0,1.0,6.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Smoking allowed"",Breakfast,""Family/kid friendly"",""Suitable for events"",Washer}",$159.00,$0.00,$0.00,1,$70.00,1,365,0,,,,,,,,f,f,strict_14_with_grace_period,2018,7
,,,f,2.0,-22.97809706257296,-43.19266071630981,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Doorman,Breakfast,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",""translation missing: en.hosting_amenity_49""}",$298.00,,,1,$100.00,4,10,15,97.0,10.0,10.0,9.0,10.0,10.0,9.0,t,f,moderate,2018,7
,within a few hours,100%,f,5.0,-22.91743958455668,-43.17779837121451,Hostel,Shared room,4,2.0,1.0,4.0,Real Bed,"{TV,""Cable TV"",Wifi,Kitchen,""Paid parking off premises"",""Smoking allowed"",Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Essentials,Hangers,""Hair dryer"",Iron,""Hot water"",""Host greets you""}",$46.00,,$50.00,1,$45.00,1,30,8,83.0,8.0,8.0,10.0,10.0,9.0,9.0,f,f,strict_14_with_grace_period,2018,7
,within a few hours,100%,t,2.0,-22.966531891873803,-43.179787783062,Apartment,Private room,2,2.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Wifi,Kitchen,""Paid parking off premises"",Elevator,""Free street parking"",""Family/kid friendly"",Washer,""First aid kit"",""Fire extinguisher"",Essentials,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed""}",$108.00,,,1,$0.00,2,1125,99,95.0,9.0,10.0,10.0,10.0,10.0,9.0,f,f,strict_14_with_grace_period,2018,7
,,,f,3.0,-22.921137314423387,-43.186032660665134,House,Private room,3,1.0,1.0,3.0,Real Bed,"{Internet,Wifi,Pool,""Smoking allowed"",Breakfast,Washer,Dryer}",$349.00,,,2,$50.00,2,1125,5,90.0,8.0,9.0,10.0,9.0,9.0,8.0,f,f,flexible,2018,7
,,,f,3.0,-22.92180441110233,-43.186020745059146,House,Private room,3,1.0,1.0,3.0,Real Bed,"{Internet,Wifi,Pool,""Smoking allowed"",Breakfast,Washer,Dryer}",$480.00,,,2,$50.00,1,1125,2,91.0,10.0,10.0,8.0,10.0,10.0,8.0,f,f,flexible,2018,7
,,,f,3.0,-22.921072228928,-43.18674901292465,House,Private room,3,1.0,1.0,3.0,Real Bed,"{Internet,Wifi,Pool,""Smoking allowed"",Breakfast,Washer,Dryer}",$349.00,,,2,$50.00,1,1125,5,97.0,10.0,10.0,10.0,9.0,10.0,10.0,f,f,flexible,2018,7
,,,f,2.0,-22.986022833580407,-43.1912485922313,Apartment,Entire home/apt,6,3.0,2.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Smoking allowed"",Doorman,Elevator,""Free street parking"",""Buzzer/wireless intercom"",""Family/kid friendly"",""Suitable for events"",Washer,Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Hot water"",""Luggage dropoff allowed"",""Long term stays allowed""}",$949.00,$2,131.00,$310.00,1,$0.00,90,730,4,85.0,9.0,10.0,10.0,10.0,10.0,8.0,f,f,strict_14_with_grace_period,2018
,,,f,1.0,-23.02188779089564,-43.510535880858455,Apartment,Entire home/apt,4,2.0,2.0,2.0,Real Bed,"{TV,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",""Smoking allowed"",""Pets allowed"",Gym,Elevator,""Family/kid friendly"",""Fire extinguisher""}",$399.00,$2,000.00,$1,300.00,1,$0.00,7,1125,0,,,,,,,,t,f,flexible
,within an hour,100%,t,2.0,-22.96228987141479,-43.175555099163816,Apartment,Entire home/apt,5,1.0,1.0,4.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Essentials,Hangers,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Self check-in"",""Building staff"",""Hot water"",""Bed linens"",""Extra pillows and blankets""}",$159.00,$0.00,$60.00,2,$35.00,2,30,40,86.0,9.0,9.0,9.0,10.0,9.0,9.0,t,f,moderate,2018,7
,,,f,2.0,-22.965194378618364,-43.20152496849301,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"{Wifi,""Air conditioning"",Shampoo}",$201.00,$1,500.00,$150.00,1,$50.00,4,45,4,99.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,strict_14_with_grace_period,2018
,within an hour,100%,f,3.0,-22.982098459833946,-43.19922746009163,Apartment,Entire home/apt,7,2.5,3.0,7.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Pets allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",Washer,Essentials,Shampoo,Hangers,Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you""}",$395.00,$600.00,$180.00,6,$90.00,4,150,3,87.0,9.0,9.0,10.0,10.0,8.0,7.0,t,f,strict_14_with_grace_period,2018,7
,within a few hours,100%,f,55.0,-22.98503395930607,-43.20624931363533,Apartment,Private room,1,,1.0,1.0,Real Bed,"{""Family/kid friendly""}",$271.00,$1,550.00,,1,$0.00,4,1125,6,100.0,10.0,9.0,10.0,9.0,10.0,9.0,f,f,strict_14_with_grace_period,2018
,within a few hours,100%,f,55.0,-22.98525366705828,-43.20481292410654,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,{},$271.00,$2,325.00,,1,$0.00,1,1125,1,100.0,10.0,10.0,8.0,8.0,8.0,8.0,f,f,strict_14_with_grace_period,2018
,within an hour,100%,f,1.0,-23.003721773488504,-43.34517051662545,Apartment,Private room,2,1.0,1.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",Doorman,Gym,Breakfast,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Essentials,Shampoo}",$108.00,,$50.00,1,$50.00,1,1125,16,96.0,10.0,10.0,10.0,10.0,10.0,9.0,f,f,strict_14_with_grace_period,2018,7
,within a few hours,100%,t,2.0,-22.9642319834888,-43.17948653380939,Apartment,Private room,2,2.0,1.0,1.0,Real Bed,"{TV,Wifi,Kitchen,""Paid parking off premises"",Elevator,""Free street parking"",Washer,""First aid kit"",""Fire extinguisher"",Essentials,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance"",""Hot water""}",$97.00,,,1,$0.00,2,1125,80,94.0,9.0,10.0,10.0,10.0,10.0,9.0,f,f,strict_14_with_grace_period,2018,7
,,,f,1.0,-22.960311335873413,-43.21159277958166,Apartment,Entire home/apt,4,2.0,2.0,4.0,Real Bed,"{""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Buzzer/wireless intercom"",Washer,Essentials,""Hair dryer"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$651.00,$1,500.00,$180.00,1,$0.00,1,1125,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,moderate,2018
,,,f,1.0,-23.01063583664869,-43.31393989475709,Bed and breakfast,Private room,1,,1.0,,Real Bed,{},$387.00,,$77.00,1,$0.00,3,7,0,,,,,,,,f,f,flexible,2018,7
,within an hour,100%,f,1.0,-22.977982218646904,-43.191201140869794,Apartment,Entire home/apt,4,2.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Long term stays allowed"",""Host greets you""}",$442.00,$1,410.00,$174.00,2,$46.00,4,180,116,94.0,10.0,9.0,10.0,10.0,9.0,9.0,f,f,strict_14_with_grace_period,2018
,within an hour,100%,f,1.0,-22.94958093971545,-43.18098249202174,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",Washer,Dryer,Hangers,""Hair dryer"",Iron}",$298.00,,$100.00,1,$0.00,7,1125,2,100.0,10.0,10.0,10.0,10.0,10.0,8.0,t,f,moderate,2018,7
,within an hour,100%,t,7.0,-22.986984191477195,-43.19295455159264,Apartment,Entire home/apt,4,1.5,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Family/kid friendly"",Washer,Dryer,Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Stove,""Luggage dropoff allowed"",""Well-lit path to entrance"",""Host greets you""}",$349.00,$800.00,$180.00,2,$65.00,3,45,113,97.0,10.0,10.0,10.0,10.0,10.0,9.0,t,f,strict_14_with_grace_period,2018,7
,,,f,2.0,-22.98353336761102,-43.19422420509184,Apartment,Entire home/apt,2,1.0,1.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",Washer,Dryer,""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Long term stays allowed"",""Host greets you""}",$298.00,$1,000.00,$460.00,2,$200.00,6,90,15,94.0,10.0,10.0,10.0,10.0,10.0,9.0,f,f,strict_14_with_grace_period,2018
,,,f,1.0,-22.915795653982045,-43.17566253281905,Apartment,Private room,3,,1.0,1.0,Real Bed,{},$581.00,,,1,$81.00,1,30,0,,,,,,,,f,f,flexible,2018,7
,within a few hours,100%,f,55.0,-23.016814053684005,-43.45980210917009,Apartment,Entire home/apt,1,1.0,1.0,1.0,Real Bed,"{""Cable TV"",Internet,""Air conditioning"",Doorman,Elevator}",$504.00,,,1,$0.00,1,1125,0,,,,,,,,f,f,strict_14_with_grace_period,2018,7
,,,f,2.0,-22.98379801581271,-43.19839663112705,Apartment,Entire home/apt,2,1.0,2.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer,""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Host greets you""}",$209.00,$1,000.00,$480.00,2,$150.00,5,180,16,96.0,10.0,9.0,10.0,10.0,10.0,9.0,f,f,strict_14_with_grace_period,2018
,within a day,70%,f,12.0,-22.982683013965325,-43.21832932011805,Serviced apartment,Entire home/apt,4,1.0,1.0,3.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Pool,Kitchen,""Paid parking off premises"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,""24-hour check-in"",Hangers,Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Self check-in"",""Building staff"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Stove,""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed""}",$380.00,$300.00,$150.00,1,$0.00,1,1125,11,96.0,10.0,9.0,9.0,10.0,10.0,9.0,f,f,strict_14_with_grace_period,2018,7
